date,index,air
2014-12-31,0,299.9700012207031
2015-01-01,1,301.45001220703125
2015-01-02,2,301.20001220703125
2015-01-03,3,301.70001220703125
2015-01-04,4,300.6499938964844
2015-01-05,5,300.7200012207031
2015-01-06,6,300.91998291015625
2015-01-07,7,301.25
2015-01-08,8,301.52001953125
2015-01-09,9,301.07000732421875
2015-01-10,10,302.27001953125
2015-01-11,11,302.3999938964844
2015-01-12,12,302.3999938964844
2015-01-13,13,300.7799987792969
2015-01-14,14,301.0
2015-01-15,15,301.79998779296875
2015-01-16,16,301.3599853515625
2015-01-17,17,301.29998779296875
2015-01-18,18,301.6199951171875
2015-01-19,19,301.7200012207031
2015-01-20,20,300.1199951171875
2015-01-21,21,300.82000732421875
2015-01-22,22,300.75
2015-01-23,23,301.1499938964844
2015-01-24,24,301.2200012207031
2015-01-25,25,301.3999938964844
2015-01-26,26,302.33001708984375
2015-01-27,27,301.6099853515625
2015-01-28,28,301.2200012207031
2015-01-29,29,301.07000732421875
2015-01-30,30,301.3599853515625
2015-01-31,31,301.17999267578125
2015-02-01,32,300.7200012207031
2015-02-02,33,299.91998291015625
2015-02-03,34,300.02001953125
2015-02-04,35,300.5999755859375
2015-02-05,36,300.3999938964844
2015-02-06,37,301.67999267578125
2015-02-07,38,300.79998779296875
2015-02-08,39,301.2799987792969
2015-02-09,40,301.8999938964844
2015-02-10,41,301.33001708984375
2015-02-11,42,301.27001953125
2015-02-12,43,301.2200012207031
2015-02-13,44,301.58001708984375
2015-02-14,45,301.02001953125
2015-02-15,46,301.75
2015-02-16,47,300.4700012207031
2015-02-17,48,300.8999938964844
2015-02-18,49,300.8999938964844
2015-02-19,50,300.8499755859375
2015-02-20,51,301.29998779296875
2015-02-21,52,301.52001953125
2015-02-22,53,301.6199951171875
2015-02-23,54,301.3699951171875
2015-02-24,55,300.70001220703125
2015-02-25,56,301.83001708984375
2015-02-26,57,301.02001953125
2015-02-27,58,301.04998779296875
2015-02-28,59,300.8999938964844
2015-03-01,60,300.1499938964844
2015-03-02,61,301.0
2015-03-03,62,300.95001220703125
2015-03-04,63,301.58001708984375
2015-03-05,64,302.17999267578125
2015-03-06,65,301.5
2015-03-07,66,301.7799987792969
2015-03-08,67,301.52001953125
2015-03-09,68,301.8599853515625
2015-03-10,69,301.52001953125
2015-03-11,70,302.02001953125
2015-03-12,71,301.6199951171875
2015-03-13,72,301.67999267578125
2015-03-14,73,301.2200012207031
2015-03-15,74,301.6199951171875
2015-03-16,75,301.6199951171875
2015-03-17,76,301.29998779296875
2015-03-18,77,300.82000732421875
2015-03-19,78,301.17999267578125
2015-03-20,79,301.1499938964844
2015-03-21,80,300.82000732421875
2015-03-22,81,300.6199951171875
2015-03-23,82,301.17999267578125
2015-03-24,83,300.57000732421875
2015-03-25,84,301.41998291015625
2015-03-26,85,301.5
2015-03-27,86,301.20001220703125
2015-03-28,87,301.5
2015-03-29,88,301.75
2015-03-30,89,301.79998779296875
2015-03-31,90,301.3599853515625
2015-04-01,91,301.6099853515625
2015-04-02,92,301.83001708984375
2015-04-03,93,302.52001953125
2015-04-04,94,301.8900146484375
2015-04-05,95,301.8900146484375
2015-04-06,96,301.6099853515625
2015-04-07,97,301.79998779296875
2015-04-08,98,301.79998779296875
2015-04-09,99,301.67999267578125
2015-04-10,100,301.58001708984375
2015-04-11,101,301.25
2015-04-12,102,301.25
2015-04-13,103,301.4700012207031
2015-04-14,104,300.97998046875
2015-04-15,105,299.8800048828125
2015-04-16,106,300.5999755859375
2015-04-17,107,301.02001953125
2015-04-18,108,301.45001220703125
2015-04-19,109,301.79998779296875
2015-04-20,110,301.6199951171875
2015-04-21,111,301.6099853515625
2015-04-22,112,301.8599853515625
2015-04-23,113,302.1099853515625
2015-04-24,114,301.8999938964844
2015-04-25,115,301.3999938964844
2015-04-26,116,301.52001953125
2015-04-27,117,301.67999267578125
2015-04-28,118,301.41998291015625
2015-04-29,119,301.54998779296875
2015-04-30,120,301.5
2015-05-01,121,301.8599853515625
2015-05-02,122,301.1499938964844
2015-05-03,123,301.45001220703125
2015-05-04,124,301.3900146484375
2015-05-05,125,301.33001708984375
2015-05-06,126,300.82000732421875
2015-05-07,127,301.3900146484375
2015-05-08,128,300.4700012207031
2015-05-09,129,300.5999755859375
2015-05-10,130,301.67999267578125
2015-05-11,131,302.8599853515625
2015-05-12,132,302.8599853515625
2015-05-13,133,301.91998291015625
2015-05-14,134,301.8900146484375
2015-05-15,135,301.52001953125
2015-05-16,136,301.9700012207031
2015-05-17,137,302.04998779296875
2015-05-18,138,301.1199951171875
2015-05-19,139,301.07000732421875
2015-05-20,140,302.1499938964844
2015-05-21,141,301.22998046875
2015-05-22,142,301.6199951171875
2015-05-23,143,302.22998046875
2015-05-24,144,301.6499938964844
2015-05-25,145,301.4700012207031
2015-05-26,146,300.8999938964844
2015-05-27,147,301.3999938964844
2015-05-28,148,300.1499938964844
2015-05-29,149,300.52001953125
2015-05-30,150,300.04998779296875
2015-05-31,151,301.0
2015-06-01,152,301.2799987792969
2015-06-02,153,301.1199951171875
2015-06-03,154,301.1499938964844
2015-06-04,155,301.70001220703125
2015-06-05,156,301.45001220703125
2015-06-06,157,301.27001953125
2015-06-07,158,301.6099853515625
2015-06-08,159,301.8999938964844
2015-06-09,160,301.54998779296875
2015-06-10,161,301.2200012207031
2015-06-11,162,301.1199951171875
2015-06-12,163,300.79998779296875
2015-06-13,164,301.5
2015-06-14,165,300.70001220703125
2015-06-15,166,301.0999755859375
2015-06-16,167,301.7200012207031
2015-06-17,168,301.33001708984375
2015-06-18,169,300.6199951171875
2015-06-19,170,300.27001953125
2015-06-20,171,300.95001220703125
2015-06-21,172,299.91998291015625
2015-06-22,173,300.17999267578125
2015-06-23,174,300.67999267578125
2015-06-24,175,300.7200012207031
2015-06-25,176,300.7200012207031
2015-06-26,177,300.91998291015625
2015-06-27,178,301.2200012207031
2015-06-28,179,301.07000732421875
2015-06-29,180,301.29998779296875
2015-06-30,181,302.3599853515625
2015-07-01,182,302.45001220703125
2015-07-02,183,301.3599853515625
2015-07-03,184,301.6499938964844
2015-07-04,185,301.6199951171875
2015-07-05,186,300.7799987792969
2015-07-06,187,300.29998779296875
2015-07-07,188,299.95001220703125
2015-07-08,189,300.1499938964844
2015-07-09,190,300.02001953125
2015-07-10,191,300.2799987792969
2015-07-11,192,300.41998291015625
2015-07-12,193,300.52001953125
2015-07-13,194,301.04998779296875
2015-07-14,195,301.3999938964844
2015-07-15,196,301.07000732421875
2015-07-16,197,300.8499755859375
2015-07-17,198,300.70001220703125
2015-07-18,199,300.25
2015-07-19,200,300.9700012207031
2015-07-20,201,301.1499938964844
2015-07-21,202,301.25
2015-07-22,203,300.52001953125
2015-07-23,204,300.6199951171875
2015-07-24,205,300.07000732421875
2015-07-25,206,300.45001220703125
2015-07-26,207,301.45001220703125
2015-07-27,208,301.0999755859375
2015-07-28,209,300.8999938964844
2015-07-29,210,300.77001953125
2015-07-30,211,300.20001220703125
2015-07-31,212,300.91998291015625
2015-08-01,213,301.3999938964844
2015-08-02,214,300.9700012207031
2015-08-03,215,300.75
2015-08-04,216,300.2200012207031
2015-08-05,217,300.0
2015-08-06,218,300.04998779296875
2015-08-07,219,300.02001953125
2015-08-08,220,299.6499938964844
2015-08-09,221,299.8499755859375
2015-08-10,222,299.79998779296875
2015-08-11,223,300.6199951171875
2015-08-12,224,301.58001708984375
2015-08-13,225,301.27001953125
2015-08-14,226,300.6499938964844
2015-08-15,227,300.6499938964844
2015-08-16,228,301.0999755859375
2015-08-17,229,301.58001708984375
2015-08-18,230,301.0999755859375
2015-08-19,231,299.9700012207031
2015-08-20,232,299.8699951171875
2015-08-21,233,300.20001220703125
2015-08-22,234,299.9700012207031
2015-08-23,235,299.8999938964844
2015-08-24,236,300.4700012207031
2015-08-25,237,301.1199951171875
2015-08-26,238,300.57000732421875
2015-08-27,239,300.77001953125
2015-08-28,240,300.8499755859375
2015-08-29,241,300.79998779296875
2015-08-30,242,300.6199951171875
2015-08-31,243,300.91998291015625
2015-09-01,244,300.45001220703125
2015-09-02,245,300.54998779296875
2015-09-03,246,300.6199951171875
2015-09-04,247,301.1199951171875
2015-09-05,248,300.95001220703125
2015-09-06,249,301.33001708984375
2015-09-07,250,300.57000732421875
2015-09-08,251,300.07000732421875
2015-09-09,252,301.41998291015625
2015-09-10,253,301.79998779296875
2015-09-11,254,300.5999755859375
2015-09-12,255,300.6199951171875
2015-09-13,256,301.1499938964844
2015-09-14,257,300.8499755859375
2015-09-15,258,301.04998779296875
2015-09-16,259,301.3900146484375
2015-09-17,260,300.91998291015625
2015-09-18,261,300.79998779296875
2015-09-19,262,301.04998779296875
2015-09-20,263,300.57000732421875
2015-09-21,264,300.25
2015-09-22,265,300.8999938964844
2015-09-23,266,300.29998779296875
2015-09-24,267,300.17999267578125
2015-09-25,268,299.8800048828125
2015-09-26,269,299.57000732421875
2015-09-27,270,300.5
2015-09-28,271,301.5
2015-09-29,272,301.4700012207031
2015-09-30,273,300.8999938964844
2015-10-01,274,301.0
2015-10-02,275,301.07000732421875
2015-10-03,276,301.04998779296875
2015-10-04,277,301.1199951171875
2015-10-05,278,301.5
2015-10-06,279,301.70001220703125
2015-10-07,280,301.3900146484375
2015-10-08,281,301.04998779296875
2015-10-09,282,301.20001220703125
2015-10-10,283,300.95001220703125
2015-10-11,284,301.1499938964844
2015-10-12,285,301.1499938964844
2015-10-13,286,300.6199951171875
2015-10-14,287,301.33001708984375
2015-10-15,288,301.17999267578125
2015-10-16,289,300.2200012207031
2015-10-17,290,299.82000732421875
2015-10-18,291,300.6199951171875
2015-10-19,292,301.20001220703125
2015-10-20,293,300.57000732421875
2015-10-21,294,301.0999755859375
2015-10-22,295,301.0999755859375
2015-10-23,296,300.6499938964844
2015-10-24,297,301.4700012207031
2015-10-25,298,301.0
2015-10-26,299,300.70001220703125
2015-10-27,300,300.91998291015625
2015-10-28,301,300.54998779296875
2015-10-29,302,300.3999938964844
2015-10-30,303,301.08001708984375
2015-10-31,304,301.4700012207031
2015-11-01,305,301.3900146484375
2015-11-02,306,301.41998291015625
2015-11-03,307,301.5
2015-11-04,308,300.91998291015625
2015-11-05,309,301.4700012207031
2015-11-06,310,301.2799987792969
2015-11-07,311,301.6499938964844
2015-11-08,312,301.02001953125
2015-11-09,313,300.75
2015-11-10,314,301.07000732421875
2015-11-11,315,301.04998779296875
2015-11-12,316,301.5
2015-11-13,317,301.9700012207031
2015-11-14,318,301.8999938964844
2015-11-15,319,301.25
2015-11-16,320,301.52001953125
2015-11-17,321,301.52001953125
2015-11-18,322,302.1499938964844
2015-11-19,323,301.6099853515625
2015-11-20,324,301.6099853515625
2015-11-21,325,301.54998779296875
2015-11-22,326,301.8900146484375
2015-11-23,327,301.45001220703125
2015-11-24,328,301.3599853515625
2015-11-25,329,301.2200012207031
2015-11-26,330,300.45001220703125
2015-11-27,331,300.95001220703125
2015-11-28,332,301.2799987792969
2015-11-29,333,301.45001220703125
2015-11-30,334,301.58001708984375
2015-12-01,335,301.75
2015-12-02,336,301.25
2015-12-03,337,300.77001953125
2015-12-04,338,300.3800048828125
2015-12-05,339,300.8800048828125
2015-12-06,340,301.41998291015625
2015-12-07,341,302.2799987792969
2015-12-08,342,301.3999938964844
2015-12-09,343,301.3599853515625
2015-12-10,344,300.67999267578125
2015-12-11,345,301.41998291015625
2015-12-12,346,301.9700012207031
2015-12-13,347,301.58001708984375
2015-12-14,348,300.8499755859375
2015-12-15,349,300.67999267578125
2015-12-16,350,300.41998291015625
2015-12-17,351,300.72998046875
2015-12-18,352,300.6199951171875
2015-12-19,353,301.02001953125
2015-12-20,354,300.3499755859375
2015-12-21,355,300.2799987792969
2015-12-22,356,300.32000732421875
2015-12-23,357,300.8499755859375
2015-12-24,358,300.45001220703125
2015-12-25,359,299.95001220703125
2015-12-26,360,300.54998779296875
2015-12-27,361,300.3999938964844
2015-12-28,362,300.95001220703125
2015-12-29,363,301.33001708984375
2015-12-30,364,300.70001220703125
2015-12-31,365,301.02001953125
2016-01-01,366,300.8999938964844
2016-01-02,367,301.1199951171875
2016-01-03,368,301.25
2016-01-04,369,300.7799987792969
2016-01-05,370,300.57000732421875
2016-01-06,371,300.2200012207031
2016-01-07,372,300.70001220703125
2016-01-08,373,300.7799987792969
2016-01-09,374,301.41998291015625
2016-01-10,375,301.6099853515625
2016-01-11,376,301.54998779296875
2016-01-12,377,300.27001953125
2016-01-13,378,300.95001220703125
2016-01-14,379,300.57000732421875
2016-01-15,380,300.27001953125
2016-01-16,381,300.77001953125
2016-01-17,382,300.2200012207031
2016-01-18,383,300.45001220703125
2016-01-19,384,300.70001220703125
2016-01-20,385,301.6199951171875
2016-01-21,386,300.91998291015625
2016-01-22,387,301.0
2016-01-23,388,299.8699951171875
2016-01-24,389,300.1499938964844
2016-01-25,390,300.8499755859375
2016-01-26,391,300.29998779296875
2016-01-27,392,300.7200012207031
2016-01-28,393,301.17999267578125
2016-01-29,394,300.6199951171875
2016-01-30,395,300.2799987792969
2016-01-31,396,300.3699951171875
2016-02-01,397,301.25
2016-02-02,398,301.58001708984375
2016-02-03,399,301.1499938964844
2016-02-04,400,301.33001708984375
2016-02-05,401,301.3900146484375
2016-02-06,402,301.25
2016-02-07,403,301.07000732421875
2016-02-08,404,301.1499938964844
2016-02-09,405,300.5999755859375
2016-02-10,406,300.25
2016-02-11,407,300.07000732421875
2016-02-12,408,300.8499755859375
2016-02-13,409,301.2200012207031
2016-02-14,410,300.58001708984375
2016-02-15,411,300.20001220703125
2016-02-16,412,300.6499938964844
2016-02-17,413,300.79998779296875
2016-02-18,414,300.3999938964844
2016-02-19,415,300.27001953125
2016-02-20,416,300.1499938964844
2016-02-21,417,300.20001220703125
2016-02-22,418,301.17999267578125
2016-02-23,419,300.66998291015625
2016-02-24,420,301.29998779296875
2016-02-25,421,301.6499938964844
2016-02-26,422,301.0
2016-02-27,423,301.3999938964844
2016-02-28,424,301.0999755859375
2016-02-29,425,300.25
2016-03-01,426,300.41998291015625
2016-03-02,427,300.52001953125
2016-03-03,428,300.9700012207031
2016-03-04,429,301.27001953125
2016-03-05,430,301.6499938964844
2016-03-06,431,301.54998779296875
2016-03-07,432,301.2799987792969
2016-03-08,433,302.0
2016-03-09,434,300.3699951171875
2016-03-10,435,300.25
2016-03-11,436,301.20001220703125
2016-03-12,437,301.45001220703125
2016-03-13,438,301.9700012207031
2016-03-14,439,301.8599853515625
2016-03-15,440,301.8599853515625
2016-03-16,441,301.20001220703125
2016-03-17,442,301.04998779296875
2016-03-18,443,301.2799987792969
2016-03-19,444,301.20001220703125
2016-03-20,445,301.17999267578125
2016-03-21,446,301.04998779296875
2016-03-22,447,301.3599853515625
2016-03-23,448,300.54998779296875
2016-03-24,449,300.20001220703125
2016-03-25,450,298.82000732421875
2016-03-26,451,299.32000732421875
2016-03-27,452,300.29998779296875
2016-03-28,453,300.25
2016-03-29,454,300.72998046875
2016-03-30,455,301.0
2016-03-31,456,300.5
2016-04-01,457,300.54998779296875
2016-04-02,458,300.8499755859375
2016-04-03,459,301.04998779296875
2016-04-04,460,300.45001220703125
2016-04-05,461,300.17999267578125
2016-04-06,462,300.33001708984375
2016-04-07,463,301.16998291015625
2016-04-08,464,301.3999938964844
2016-04-09,465,301.1499938964844
2016-04-10,466,301.3599853515625
2016-04-11,467,301.1499938964844
2016-04-12,468,300.45001220703125
2016-04-13,469,300.70001220703125
2016-04-14,470,301.17999267578125
2016-04-15,471,300.6499938964844
2016-04-16,472,300.91998291015625
2016-04-17,473,300.9700012207031
2016-04-18,474,300.7799987792969
2016-04-19,475,300.3800048828125
2016-04-20,476,300.5999755859375
2016-04-21,477,300.77001953125
2016-04-22,478,300.6499938964844
2016-04-23,479,300.82000732421875
2016-04-24,480,300.75
2016-04-25,481,301.1499938964844
2016-04-26,482,301.2200012207031
2016-04-27,483,301.4700012207031
2016-04-28,484,301.45001220703125
2016-04-29,485,300.7200012207031
2016-04-30,486,300.9700012207031
2016-05-01,487,301.2200012207031
2016-05-02,488,301.0999755859375
2016-05-03,489,301.04998779296875
2016-05-04,490,301.1199951171875
2016-05-05,491,301.20001220703125
2016-05-06,492,300.6199951171875
2016-05-07,493,300.9700012207031
2016-05-08,494,301.58001708984375
2016-05-09,495,302.29998779296875
2016-05-10,496,301.2799987792969
2016-05-11,497,300.6199951171875
2016-05-12,498,300.7200012207031
2016-05-13,499,301.3999938964844
2016-05-14,500,301.17999267578125
2016-05-15,501,301.6199951171875
2016-05-16,502,301.6099853515625
2016-05-17,503,301.3599853515625
2016-05-18,504,301.5
2016-05-19,505,301.29998779296875
2016-05-20,506,301.8999938964844
2016-05-21,507,301.29998779296875
2016-05-22,508,301.29998779296875
2016-05-23,509,301.2200012207031
2016-05-24,510,300.79998779296875
2016-05-25,511,301.91998291015625
2016-05-26,512,301.58001708984375
2016-05-27,513,300.3800048828125
2016-05-28,514,299.91998291015625
2016-05-29,515,300.5
2016-05-30,516,301.6099853515625
2016-05-31,517,302.1499938964844
2016-06-01,518,302.04998779296875
2016-06-02,519,301.2200012207031
2016-06-03,520,300.75
2016-06-04,521,301.1199951171875
2016-06-05,522,301.54998779296875
2016-06-06,523,301.1499938964844
2016-06-07,524,300.75
2016-06-08,525,300.27001953125
2016-06-09,526,300.54998779296875
2016-06-10,527,300.6199951171875
2016-06-11,528,301.67999267578125
2016-06-12,529,301.7200012207031
2016-06-13,530,301.3599853515625
2016-06-14,531,301.45001220703125
2016-06-15,532,302.20001220703125
2016-06-16,533,301.95001220703125
2016-06-17,534,301.8699951171875
2016-06-18,535,301.3999938964844
2016-06-19,536,301.8900146484375
2016-06-20,537,302.72998046875
2016-06-21,538,301.9700012207031
2016-06-22,539,301.41998291015625
2016-06-23,540,301.20001220703125
2016-06-24,541,300.5
2016-06-25,542,300.75
2016-06-26,543,300.3999938964844
2016-06-27,544,300.3800048828125
2016-06-28,545,301.29998779296875
2016-06-29,546,301.33001708984375
2016-06-30,547,301.3900146484375
2016-07-01,548,301.6499938964844
2016-07-02,549,300.3499755859375
2016-07-03,550,299.8999938964844
2016-07-04,551,300.70001220703125
2016-07-05,552,299.54998779296875
2016-07-06,553,300.91998291015625
2016-07-07,554,301.02001953125
2016-07-08,555,301.3599853515625
2016-07-09,556,300.95001220703125
2016-07-10,557,300.79998779296875
2016-07-11,558,301.3900146484375
2016-07-12,559,301.4700012207031
2016-07-13,560,301.04998779296875
2016-07-14,561,301.33001708984375
2016-07-15,562,300.9700012207031
2016-07-16,563,301.0999755859375
2016-07-17,564,301.3900146484375
2016-07-18,565,301.8699951171875
2016-07-19,566,301.3999938964844
2016-07-20,567,301.17999267578125
2016-07-21,568,301.25
2016-07-22,569,300.4700012207031
2016-07-23,570,300.54998779296875
2016-07-24,571,300.79998779296875
2016-07-25,572,299.8999938964844
2016-07-26,573,300.16998291015625
2016-07-27,574,299.8499755859375
2016-07-28,575,300.52001953125
2016-07-29,576,300.57000732421875
2016-07-30,577,300.95001220703125
2016-07-31,578,300.95001220703125
2016-08-01,579,301.3999938964844
2016-08-02,580,301.7799987792969
2016-08-03,581,301.5
2016-08-04,582,300.20001220703125
2016-08-05,583,299.3800048828125
2016-08-06,584,299.91998291015625
2016-08-07,585,300.1499938964844
2016-08-08,586,300.75
2016-08-09,587,300.5
2016-08-10,588,300.8800048828125
2016-08-11,589,300.47998046875
2016-08-12,590,300.27001953125
2016-08-13,591,300.32000732421875
2016-08-14,592,301.02001953125
2016-08-15,593,300.67999267578125
2016-08-16,594,300.70001220703125
2016-08-17,595,300.7799987792969
2016-08-18,596,299.8800048828125
2016-08-19,597,299.79998779296875
2016-08-20,598,299.5999755859375
2016-08-21,599,300.0999755859375
2016-08-22,600,300.66998291015625
2016-08-23,601,301.67999267578125
2016-08-24,602,301.0
2016-08-25,603,301.3999938964844
2016-08-26,604,300.67999267578125
2016-08-27,605,301.1199951171875
2016-08-28,606,301.0
2016-08-29,607,300.5
2016-08-30,608,300.70001220703125
2016-08-31,609,299.91998291015625
2016-09-01,610,300.8499755859375
2016-09-02,611,300.82000732421875
2016-09-03,612,300.79998779296875
2016-09-04,613,300.5999755859375
2016-09-05,614,300.8699951171875
2016-09-06,615,300.3499755859375
2016-09-07,616,300.57000732421875
2016-09-08,617,300.91998291015625
2016-09-09,618,301.5
2016-09-10,619,301.1499938964844
2016-09-11,620,300.3699951171875
2016-09-12,621,301.2200012207031
2016-09-13,622,302.20001220703125
2016-09-14,623,300.3800048828125
2016-09-15,624,299.5
2016-09-16,625,298.82000732421875
2016-09-17,626,300.95001220703125
2016-09-18,627,300.77001953125
2016-09-19,628,300.91998291015625
2016-09-20,629,301.1199951171875
2016-09-21,630,300.95001220703125
2016-09-22,631,299.77001953125
2016-09-23,632,300.08001708984375
2016-09-24,633,301.8900146484375
2016-09-25,634,300.6499938964844
2016-09-26,635,301.27001953125
2016-09-27,636,301.3999938964844
2016-09-28,637,301.2200012207031
2016-09-29,638,300.9700012207031
2016-09-30,639,300.95001220703125
2016-10-01,640,301.07000732421875
2016-10-02,641,300.95001220703125
2016-10-03,642,301.0999755859375
2016-10-04,643,300.82000732421875
2016-10-05,644,300.1499938964844
2016-10-06,645,300.17999267578125
2016-10-07,646,301.1199951171875
2016-10-08,647,300.75
2016-10-09,648,300.32000732421875
2016-10-10,649,300.79998779296875
2016-10-11,650,300.6199951171875
2016-10-12,651,300.95001220703125
2016-10-13,652,300.2799987792969
2016-10-14,653,300.45001220703125
2016-10-15,654,301.27001953125
2016-10-16,655,300.54998779296875
2016-10-17,656,300.25
2016-10-18,657,300.52001953125
2016-10-19,658,300.52001953125
2016-10-20,659,300.67999267578125
2016-10-21,660,300.32000732421875
2016-10-22,661,300.5
2016-10-23,662,300.6199951171875
2016-10-24,663,301.1199951171875
2016-10-25,664,300.79998779296875
2016-10-26,665,300.45001220703125
2016-10-27,666,300.0
2016-10-28,667,299.6499938964844
2016-10-29,668,300.2200012207031
2016-10-30,669,300.54998779296875
2016-10-31,670,300.20001220703125
2016-11-01,671,301.1499938964844
2016-11-02,672,301.17999267578125
2016-11-03,673,301.33001708984375
2016-11-04,674,300.32000732421875
2016-11-05,675,300.77001953125
2016-11-06,676,301.17999267578125
2016-11-07,677,301.5
2016-11-08,678,300.6199951171875
2016-11-09,679,300.57000732421875
2016-11-10,680,300.57000732421875
2016-11-11,681,299.45001220703125
2016-11-12,682,299.32000732421875
2016-11-13,683,300.95001220703125
2016-11-14,684,300.32000732421875
2016-11-15,685,299.1199951171875
2016-11-16,686,300.5999755859375
2016-11-17,687,301.8599853515625
2016-11-18,688,301.83001708984375
2016-11-19,689,302.02001953125
2016-11-20,690,302.3900146484375
2016-11-21,691,303.1099853515625
2016-11-22,692,301.7799987792969
2016-11-23,693,302.20001220703125
2016-11-24,694,302.20001220703125
2016-11-25,695,301.8599853515625
2016-11-26,696,302.02001953125
2016-11-27,697,301.70001220703125
2016-11-28,698,301.45001220703125
2016-11-29,699,301.54998779296875
2016-11-30,700,301.29998779296875
2016-12-01,701,301.20001220703125
2016-12-02,702,301.3699951171875
2016-12-03,703,301.83001708984375
2016-12-04,704,301.6499938964844
2016-12-05,705,301.25
2016-12-06,706,301.5
2016-12-07,707,301.02001953125
2016-12-08,708,301.6099853515625
2016-12-09,709,301.33001708984375
2016-12-10,710,301.8999938964844
2016-12-11,711,300.95001220703125
2016-12-12,712,301.52001953125
2016-12-13,713,301.7200012207031
2016-12-14,714,301.2799987792969
2016-12-15,715,301.29998779296875
2016-12-16,716,299.52001953125
2016-12-17,717,300.75
2016-12-18,718,300.29998779296875
2016-12-19,719,300.5
2016-12-20,720,300.77001953125
2016-12-21,721,299.9700012207031
2016-12-22,722,301.02001953125
2016-12-23,723,301.67999267578125
2016-12-24,724,301.52001953125
2016-12-25,725,301.83001708984375
2016-12-26,726,302.2200012207031
2016-12-27,727,301.29998779296875
